climate,obstacle,orientation,heat_SP,cool_SP,load,cv,qcd
3,3,-45,19,26,light_load [kWh/m2],0.0184226,0.00707529
3,3,-45,19,26,primary [kWh/m2],0.136684,0.125253
3,3,-45,21,24,heat_load [kWh/m2],0.173086,0.151177
3,3,-45,21,24,cool_load [kWh/m2],0.197783,0.177981
3,3,-45,21,24,light_load [kWh/m2],0.0184226,0.00707529
3,3,-45,21,24,primary [kWh/m2],0.105772,0.0966422
3,3,-45,21,26,heat_load [kWh/m2],0.256927,0.224174
3,3,-45,21,26,cool_load [kWh/m2],0.276121,0.248893
3,3,-45,21,26,light_load [kWh/m2],0.0184226,0.00707529
3,3,-45,21,26,primary [kWh/m2],0.120231,0.110395
3,3,0,19,24,heat_load [kWh/m2],0.389716,0.325575
3,3,0,19,24,cool_load [kWh/m2],0.225791,0.199286
3,3,0,19,24,light_load [kWh/m2],0.0177134,0.00539592
3,3,0,19,24,primary [kWh/m2],0.125051,0.111413
3,3,0,19,26,heat_load [kWh/m2],0.456981,0.383489
3,3,0,19,26,cool_load [kWh/m2],0.31581,0.274983
3,3,0,19,26,light_load [kWh/m2],0.0177134,0.00539592
3,3,0,19,26,primary [kWh/m2],0.137143,0.120639
3,3,0,21,24,heat_load [kWh/m2],0.307295,0.277655
3,3,0,21,24,cool_load [kWh/m2],0.225633,0.199502
3,3,0,21,24,light_load [kWh/m2],0.0177134,0.00539592
3,3,0,21,24,primary [kWh/m2],0.0997421,0.0879711
3,3,0,21,26,heat_load [kWh/m2],0.407918,0.376789
3,3,0,21,26,cool_load [kWh/m2],0.315947,0.275088
3,3,0,21,26,light_load [kWh/m2],0.0177134,0.00539592
3,3,0,21,26,primary [kWh/m2],0.103431,0.0875701
3,3,45,19,24,heat_load [kWh/m2],0.305987,0.26551
3,3,45,19,24,cool_load [kWh/m2],0.217194,0.196562
3,3,45,19,24,light_load [kWh/m2],0.018651,0.00506755
3,3,45,19,24,primary [kWh/m2],0.105004,0.0967001
3,3,45,19,26,heat_load [kWh/m2],0.317066,0.276652
3,3,45,19,26,cool_load [kWh/m2],0.298692,0.268464
3,3,45,19,26,light_load [kWh/m2],0.018651,0.00506755
3,3,45,19,26,primary [kWh/m2],0.109908,0.09991
3,3,45,21,24,heat_load [kWh/m2],0.190816,0.166544
3,3,45,21,24,cool_load [kWh/m2],0.21734,0.196764
3,3,45,21,24,light_load [kWh/m2],0.018651,0.00506755
3,3,45,21,24,primary [kWh/m2],0.0747107,0.0680988
3,3,45,21,26,heat_load [kWh/m2],0.255664,0.226414
3,3,45,21,26,cool_load [kWh/m2],0.299268,0.269462
3,3,45,21,26,light_load [kWh/m2],0.018651,0.00506755
3,3,45,21,26,primary [kWh/m2],0.0675599,0.0563472
3,4,-45,19,24,heat_load [kWh/m2],0.264313,0.20672
3,4,-45,19,24,cool_load [kWh/m2],0.200301,0.179984
3,4,-45,19,24,light_load [kWh/m2],0.0189911,0.00722618
3,4,-45,19,24,primary [kWh/m2],0.118063,0.108006
3,4,-45,19,26,heat_load [kWh/m2],0.28938,0.234635
3,4,-45,19,26,cool_load [kWh/m2],0.280153,0.252212
3,4,-45,19,26,light_load [kWh/m2],0.0189911,0.00722618
3,4,-45,19,26,primary [kWh/m2],0.136589,0.124941
3,4,-45,21,24,heat_load [kWh/m2],0.174053,0.150324
3,4,-45,21,24,cool_load [kWh/m2],0.200111,0.179723
3,4,-45,21,24,light_load [kWh/m2],0.0189911,0.00722618
3,4,-45,21,24,primary [kWh/m2],0.105549,0.0964896
3,4,-45,21,26,heat_load [kWh/m2],0.2589,0.224541
3,4,-45,21,26,cool_load [kWh/m2],0.280286,0.252423
3,4,-45,21,26,light_load [kWh/m2],0.0189911,0.00722618
3,4,-45,21,26,primary [kWh/m2],0.119387,0.109377
3,4,0,19,24,heat_load [kWh/m2],0.401404,0.337092
3,4,0,19,24,cool_load [kWh/m2],0.228451,0.20177
3,4,0,19,24,light_load [kWh/m2],0.0181061,0.00545878
3,4,0,19,24,primary [kWh/m2],0.124896,0.111108
3,4,0,19,26,heat_load [kWh/m2],0.466169,0.395857
3,4,0,19,26,cool_load [kWh/m2],0.3216,0.280947
3,4,0,19,26,light_load [kWh/m2],0.0181061,0.00545878
3,4,0,19,26,primary [kWh/m2],0.136683,0.120584
3,4,0,21,24,heat_load [kWh/m2],0.311248,0.280418
3,4,0,21,24,cool_load [kWh/m2],0.228317,0.202095
3,4,0,21,24,light_load [kWh/m2],0.0181061,0.00545878
3,4,0,21,24,primary [kWh/m2],0.098411,0.0868651
3,4,0,21,26,heat_load [kWh/m2],0.411373,0.381723
3,4,0,21,26,cool_load [kWh/m2],0.321722,0.281042
3,4,0,21,26,light_load [kWh/m2],0.0181061,0.00545878
3,4,0,21,26,primary [kWh/m2],0.101183,0.0854078
3,4,45,19,24,heat_load [kWh/m2],0.306564,0.265812
3,4,45,19,24,cool_load [kWh/m2],0.217762,0.197174
3,4,45,19,24,light_load [kWh/m2],0.0186763,0.00508129
3,4,45,19,24,primary [kWh/m2],0.10487,0.0965739
3,4,45,19,26,heat_load [kWh/m2],0.317522,0.277298
3,4,45,19,26,cool_load [kWh/m2],0.299713,0.269395
3,4,45,19,26,light_load [kWh/m2],0.0186763,0.00508129
3,4,45,19,26,primary [kWh/m2],0.109645,0.0995028
3,4,45,21,24,heat_load [kWh/m2],0.191083,0.166991
3,4,45,21,24,cool_load [kWh/m2],0.217919,0.197371
3,4,45,21,24,light_load [kWh/m2],0.0186763,0.00508129
3,4,45,21,24,primary [kWh/m2],0.0743841,0.0678432
3,4,45,21,26,heat_load [kWh/m2],0.255715,0.226346
3,4,45,21,26,cool_load [kWh/m2],0.300297,0.27038
3,4,45,21,26,light_load [kWh/m2],0.0186763,0.00508129
3,4,45,21,26,primary [kWh/m2],0.0670269,0.0559233
4,0,-45,19,24,heat_load [kWh/m2],0.0859787,0.075016
4,0,-45,19,24,cool_load [kWh/m2],0.183888,0.165843
4,0,-45,19,24,light_load [kWh/m2],0.0157046,0.00571246
4,0,-45,19,24,primary [kWh/m2],0.012703,0.00888009
4,0,-45,19,26,heat_load [kWh/m2],0.0893724,0.078508
4,0,-45,19,26,cool_load [kWh/m2],0.214976,0.193197
4,0,-45,19,26,light_load [kWh/m2],0.0157046,0.00571246
4,0,-45,19,26,primary [kWh/m2],0.0168057,0.007621
4,0,-45,21,24,heat_load [kWh/m2],0.0720043,0.062307
4,0,-45,21,24,cool_load [kWh/m2],0.186928,0.169477
4,0,-45,21,24,light_load [kWh/m2],0.0157046,0.00571246
4,0,-45,21,24,primary [kWh/m2],0.0125465,0.00740776
4,0,-45,21,26,heat_load [kWh/m2],0.0795206,0.0696308
4,0,-45,21,26,cool_load [kWh/m2],0.217306,0.19579
4,0,-45,21,26,light_load [kWh/m2],0.0157046,0.00571246
4,0,-45,21,26,primary [kWh/m2],0.0198486,0.0107976
4,0,0,19,24,heat_load [kWh/m2],0.119366,0.105284
4,0,0,19,24,cool_load [kWh/m2],0.212223,0.183801
4,0,0,19,24,light_load [kWh/m2],0.0146504,0.00452184
4,0,0,19,24,primary [kWh/m2],0.0364743,0.0219696
4,0,0,19,26,heat_load [kWh/m2],0.125225,0.111089
4,0,0,19,26,cool_load [kWh/m2],0.255625,0.222812
4,0,0,19,26,light_load [kWh/m2],0.0146504,0.00452184
4,0,0,19,26,primary [kWh/m2],0.0460776,0.0304518
4,0,0,21,24,heat_load [kWh/m2],0.0960318,0.0845294
4,0,0,21,24,cool_load [kWh/m2],0.220227,0.192668
4,0,0,21,24,light_load [kWh/m2],0.0146504,0.00452184
4,0,0,21,24,primary [kWh/m2],0.0322579,0.0200765
4,0,0,21,26,heat_load [kWh/m2],0.108838,0.0976852
4,0,0,21,26,cool_load [kWh/m2],0.259233,0.225489
4,0,0,21,26,light_load [kWh/m2],0.0146504,0.00452184
4,0,0,21,26,primary [kWh/m2],0.0465742,0.0336498
4,0,45,19,24,heat_load [kWh/m2],0.0792906,0.0710209
4,0,45,19,24,cool_load [kWh/m2],0.181738,0.164671
4,0,45,19,24,light_load [kWh/m2],0.0150147,0.00445498
4,0,45,19,24,primary [kWh/m2],0.0241295,0.0168471
4,0,45,19,26,heat_load [kWh/m2],0.0810594,0.0726913
4,0,45,19,26,cool_load [kWh/m2],0.218012,0.197131
4,0,45,19,26,light_load [kWh/m2],0.0150147,0.00445498
4,0,45,19,26,primary [kWh/m2],0.0295759,0.0232053
4,0,45,21,24,heat_load [kWh/m2],0.0672681,0.0603224
4,0,45,21,24,cool_load [kWh/m2],0.186424,0.168883
4,0,45,21,24,light_load [kWh/m2],0.0150147,0.00445498
4,0,45,21,24,primary [kWh/m2],0.0224699,0.0167368
4,0,45,21,26,heat_load [kWh/m2],0.0725573,0.0656864
4,0,45,21,26,cool_load [kWh/m2],0.220176,0.199178
4,0,45,21,26,light_load [kWh/m2],0.0150147,0.00445498
4,0,45,21,26,primary [kWh/m2],0.0304783,0.0258295
4,1,-45,19,24,heat_load [kWh/m2],0.0863794,0.0753718
4,1,-45,19,24,cool_load [kWh/m2],0.185743,0.167781
4,1,-45,19,24,light_load [kWh/m2],0.0159681,0.00576536
4,1,-45,19,24,primary [kWh/m2],0.0131645,0.00869614
4,1,-45,19,26,heat_load [kWh/m2],0.0895961,0.0786527
4,1,-45,19,26,cool_load [kWh/m2],0.217653,0.196154
4,1,-45,19,26,light_load [kWh/m2],0.0159681,0.00576536
4,1,-45,19,26,primary [kWh/m2],0.0176094,0.00834198
4,1,-45,21,24,heat_load [kWh/m2],0.0725892,0.0627384
4,1,-45,21,24,cool_load [kWh/m2],0.188802,0.171236
4,1,-45,21,24,light_load [kWh/m2],0.0159681,0.00576536
4,1,-45,21,24,primary [kWh/m2],0.0131547,0.0070906
4,1,-45,21,26,heat_load [kWh/m2],0.0799398,0.069713
4,1,-45,21,26,cool_load [kWh/m2],0.219966,0.198408
4,1,-45,21,26,light_load [kWh/m2],0.0159681,0.00576536
4,1,-45,21,26,primary [kWh/m2],0.0207605,0.0115283
4,1,0,19,24,heat_load [kWh/m2],0.120972,0.107058
4,1,0,19,24,cool_load [kWh/m2],0.215775,0.187274
4,1,0,19,24,light_load [kWh/m2],0.0150706,0.00453479
4,1,0,19,24,primary [kWh/m2],0.0387392,0.0241273
4,1,0,19,26,heat_load [kWh/m2],0.126226,0.112249
4,1,0,19,26,cool_load [kWh/m2],0.262448,0.228645
4,1,0,19,26,light_load [kWh/m2],0.0150706,0.00453479
4,1,0,19,26,primary [kWh/m2],0.0483665,0.0326553
4,1,0,21,24,heat_load [kWh/m2],0.0978585,0.0866332
4,1,0,21,24,cool_load [kWh/m2],0.223856,0.194875
4,1,0,21,24,light_load [kWh/m2],0.0150706,0.00453479
4,1,0,21,24,primary [kWh/m2],0.0345184,0.022331
4,1,0,21,26,heat_load [kWh/m2],0.109895,0.098499
4,1,0,21,26,cool_load [kWh/m2],0.265731,0.231978
4,1,0,21,26,light_load [kWh/m2],0.0150706,0.00453479
4,1,0,21,26,primary [kWh/m2],0.0486996,0.0358317
4,1,45,19,24,heat_load [kWh/m2],0.0798914,0.0715469
4,1,45,19,24,cool_load [kWh/m2],0.185238,0.167413
4,1,45,19,24,light_load [kWh/m2],0.0156738,0.0045408
4,1,45,19,24,primary [kWh/m2],0.0257776,0.0186023
4,1,45,19,26,heat_load [kWh/m2],0.0814407,0.0729016
4,1,45,19,26,cool_load [kWh/m2],0.223617,0.202368
4,1,45,19,26,light_load [kWh/m2],0.0156738,0.0045408
4,1,45,19,26,primary [kWh/m2],0.031169,0.0248984
4,1,45,21,24,heat_load [kWh/m2],0.0679429,0.0609229
4,1,45,21,24,cool_load [kWh/m2],0.189942,0.172122
4,1,45,21,24,light_load [kWh/m2],0.0156738,0.0045408
4,1,45,21,24,primary [kWh/m2],0.0240039,0.0183686
4,1,45,21,26,heat_load [kWh/m2],0.0729059,0.065984
4,1,45,21,26,cool_load [kWh/m2],0.225631,0.204425
4,1,45,21,26,light_load [kWh/m2],0.0156738,0.0045408
4,1,45,21,26,primary [kWh/m2],0.0318502,0.0269347
4,2,-45,19,24,heat_load [kWh/m2],0.0509604,0.0427368
4,2,-45,19,24,cool_load [kWh/m2],0.176819,0.158972
4,2,-45,19,24,light_load [kWh/m2],0.0177708,0.00625822
4,2,-45,19,24,primary [kWh/m2],0.0119841,0.00967421
4,2,-45,19,26,heat_load [kWh/m2],0.0527987,0.0446192
4,2,-45,19,26,cool_load [kWh/m2],0.210112,0.188799
4,2,-45,19,26,light_load [kWh/m2],0.0177708,0.00625822
4,2,-45,19,26,primary [kWh/m2],0.0108326,0.00874965
4,2,-45,21,24,heat_load [kWh/m2],0.04548,0.0384086
4,2,-45,21,24,cool_load [kWh/m2],0.178828,0.161685
4,2,-45,21,24,light_load [kWh/m2],0.0177708,0.00625822
4,2,-45,21,24,primary [kWh/m2],0.00934135,0.007881
4,2,-45,21,26,heat_load [kWh/m2],0.0496074,0.0423898
4,2,-45,21,26,cool_load [kWh/m2],0.21177,0.190049
4,2,-45,21,26,light_load [kWh/m2],0.0177708,0.00625822
4,2,-45,21,26,primary [kWh/m2],0.0107463,0.00664983
4,2,0,19,24,heat_load [kWh/m2],0.0761989,0.0688711
4,2,0,19,24,cool_load [kWh/m2],0.202847,0.171831
4,2,0,19,24,light_load [kWh/m2],0.0265868,0.0116127
4,2,0,19,24,primary [kWh/m2],0.0298081,0.0193252
4,2,0,19,26,heat_load [kWh/m2],0.0771671,0.0696648
4,2,0,19,26,cool_load [kWh/m2],0.254862,0.216571
4,2,0,19,26,light_load [kWh/m2],0.0265868,0.0116127
4,2,0,19,26,primary [kWh/m2],0.0347854,0.0235979
4,2,0,21,24,heat_load [kWh/m2],0.0682938,0.0626427
4,2,0,21,24,cool_load [kWh/m2],0.206499,0.175275
4,2,0,21,24,light_load [kWh/m2],0.0265868,0.0116127
4,2,0,21,24,primary [kWh/m2],0.0296158,0.0211733
4,2,0,21,26,heat_load [kWh/m2],0.0716922,0.0658081
4,2,0,21,26,cool_load [kWh/m2],0.255675,0.217195
4,2,0,21,26,light_load [kWh/m2],0.0265868,0.0116127
4,2,0,21,26,primary [kWh/m2],0.0361239,0.0279835
4,2,45,19,24,heat_load [kWh/m2],0.0376194,0.0337006
4,2,45,19,24,cool_load [kWh/m2],0.171145,0.15389
4,2,45,19,24,light_load [kWh/m2],0.0223946,0.00674323
4,2,45,19,24,primary [kWh/m2],0.00775356,0.00390684
4,2,45,19,26,heat_load [kWh/m2],0.0378664,0.0338716
4,2,45,19,26,cool_load [kWh/m2],0.212196,0.191318
4,2,45,19,26,light_load [kWh/m2],0.0223946,0.00674323
4,2,45,19,26,primary [kWh/m2],0.00981999,0.00574058
4,2,45,21,24,heat_load [kWh/m2],0.0343648,0.0309348
4,2,45,21,24,cool_load [kWh/m2],0.173269,0.155846
4,2,45,21,24,light_load [kWh/m2],0.0223946,0.00674323
4,2,45,21,24,primary [kWh/m2],0.00843231,0.00505899
4,2,45,21,26,heat_load [kWh/m2],0.0362689,0.0327928
4,2,45,21,26,cool_load [kWh/m2],0.213005,0.1921
4,2,45,21,26,light_load [kWh/m2],0.0223946,0.00674323
4,2,45,21,26,primary [kWh/m2],0.0117917,0.00910135
4,3,-45,19,24,heat_load [kWh/m2],0.0859788,0.0750144
4,3,-45,19,24,cool_load [kWh/m2],0.1839,0.16585
4,3,-45,19,24,light_load [kWh/m2],0.0157155,0.00572149
4,3,-45,19,24,primary [kWh/m2],0.0127046,0.0088735
4,3,-45,19,26,heat_load [kWh/m2],0.0893727,0.0785165
4,3,-45,19,26,cool_load [kWh/m2],0.214991,0.193216
4,3,-45,19,26,light_load [kWh/m2],0.0157155,0.00572149
4,3,-45,19,26,primary [kWh/m2],0.0168099,0.00762774
4,3,-45,21,24,heat_load [kWh/m2],0.0720016,0.062305
4,3,-45,21,24,cool_load [kWh/m2],0.186939,0.169487
4,3,-45,21,24,light_load [kWh/m2],0.0157155,0.00572149
4,3,-45,21,24,primary [kWh/m2],0.0125478,0.00740582
4,3,-45,21,26,heat_load [kWh/m2],0.0795179,0.0696239
4,3,-45,21,26,cool_load [kWh/m2],0.217321,0.195804
4,3,-45,21,26,light_load [kWh/m2],0.0157155,0.00572149
4,3,-45,21,26,primary [kWh/m2],0.0198515,0.0107935
4,3,0,19,24,heat_load [kWh/m2],0.119559,0.105514
4,3,0,19,24,cool_load [kWh/m2],0.212652,0.184055
4,3,0,19,24,light_load [kWh/m2],0.0147187,0.00452627
4,3,0,19,24,primary [kWh/m2],0.0368464,0.0223445
4,3,0,19,26,heat_load [kWh/m2],0.125289,0.111138
4,3,0,19,26,cool_load [kWh/m2],0.256511,0.223575
4,3,0,19,26,light_load [kWh/m2],0.0147187,0.00452627
4,3,0,19,26,primary [kWh/m2],0.0464451,0.0308018
4,3,0,21,24,heat_load [kWh/m2],0.0962415,0.0848832
4,3,0,21,24,cool_load [kWh/m2],0.220652,0.192862
4,3,0,21,24,light_load [kWh/m2],0.0147187,0.00452627
4,3,0,21,24,primary [kWh/m2],0.0326026,0.020418
4,3,0,21,26,heat_load [kWh/m2],0.108906,0.097807
4,3,0,21,26,cool_load [kWh/m2],0.260062,0.226261
4,3,0,21,26,light_load [kWh/m2],0.0147187,0.00452627
4,3,0,21,26,primary [kWh/m2],0.0468816,0.0340985
4,3,45,19,24,heat_load [kWh/m2],0.0796115,0.0713394
4,3,45,19,24,cool_load [kWh/m2],0.182883,0.165344
4,3,45,19,24,light_load [kWh/m2],0.0153281,0.0045
4,3,45,19,24,primary [kWh/m2],0.0249877,0.0178146
4,3,45,19,26,heat_load [kWh/m2],0.0811694,0.0727694
4,3,45,19,26,cool_load [kWh/m2],0.220074,0.199074
4,3,45,19,26,light_load [kWh/m2],0.0153281,0.0045
4,3,45,19,26,primary [kWh/m2],0.0303032,0.0240649
4,3,45,21,24,heat_load [kWh/m2],0.0676301,0.0605997
4,3,45,21,24,cool_load [kWh/m2],0.187576,0.169935
4,3,45,21,24,light_load [kWh/m2],0.0153281,0.0045
4,3,45,21,24,primary [kWh/m2],0.0232742,0.017524
4,3,45,21,26,heat_load [kWh/m2],0.0726889,0.0657881
4,3,45,21,26,cool_load [kWh/m2],0.222063,0.20078
4,3,45,21,26,light_load [kWh/m2],0.0153281,0.0045
4,3,45,21,26,primary [kWh/m2],0.0311206,0.0263131
4,4,-45,19,24,heat_load [kWh/m2],0.0858068,0.0748589
4,4,-45,19,24,cool_load [kWh/m2],0.18495,0.167054
4,4,-45,19,24,light_load [kWh/m2],0.0159591,0.00576061
4,4,-45,19,24,primary [kWh/m2],0.0131712,0.00871252
4,4,-45,19,26,heat_load [kWh/m2],0.0889568,0.0779849
4,4,-45,19,26,cool_load [kWh/m2],0.216649,0.195325
4,4,-45,19,26,light_load [kWh/m2],0.0159591,0.00576061
4,4,-45,19,26,primary [kWh/m2],0.0175411,0.00826992
4,4,-45,21,24,heat_load [kWh/m2],0.0722714,0.0624999
4,4,-45,21,24,cool_load [kWh/m2],0.187963,0.170448
4,4,-45,21,24,light_load [kWh/m2],0.0159591,0.00576061
4,4,-45,21,24,primary [kWh/m2],0.0131437,0.00707513
4,4,-45,21,26,heat_load [kWh/m2],0.0794423,0.0693726
4,4,-45,21,26,cool_load [kWh/m2],0.218911,0.197504
4,4,-45,21,26,light_load [kWh/m2],0.0159591,0.00576061
4,4,-45,21,26,primary [kWh/m2],0.0206142,0.01143
4,4,0,19,24,heat_load [kWh/m2],0.119758,0.105621
4,4,0,19,24,cool_load [kWh/m2],0.214176,0.185675
4,4,0,19,24,light_load [kWh/m2],0.0148472,0.00453036
4,4,0,19,24,primary [kWh/m2],0.0379627,0.0233423
4,4,0,19,26,heat_load [kWh/m2],0.125129,0.11099
4,4,0,19,26,cool_load [kWh/m2],0.259523,0.226119
4,4,0,19,26,light_load [kWh/m2],0.0148472,0.00453036
4,4,0,19,26,primary [kWh/m2],0.0475086,0.0317901
4,4,0,21,24,heat_load [kWh/m2],0.0968346,0.0856481
4,4,0,21,24,cool_load [kWh/m2],0.222259,0.194066
4,4,0,21,24,light_load [kWh/m2],0.0148472,0.00453036
4,4,0,21,24,primary [kWh/m2],0.0337421,0.0215687
4,4,0,21,26,heat_load [kWh/m2],0.109071,0.0978566
4,4,0,21,26,cool_load [kWh/m2],0.262913,0.229174
4,4,0,21,26,light_load [kWh/m2],0.0148472,0.00453036
4,4,0,21,26,primary [kWh/m2],0.0479106,0.0350677
4,4,45,19,24,heat_load [kWh/m2],0.0796344,0.0713846
4,4,45,19,24,cool_load [kWh/m2],0.183201,0.165658
4,4,45,19,24,light_load [kWh/m2],0.0153467,0.00449992
4,4,45,19,24,primary [kWh/m2],0.0251147,0.0179242
4,4,45,19,26,heat_load [kWh/m2],0.0811751,0.0727875
4,4,45,19,26,cool_load [kWh/m2],0.220563,0.199542
4,4,45,19,26,light_load [kWh/m2],0.0153467,0.00449992
4,4,45,19,26,primary [kWh/m2],0.0304269,0.024199
4,4,45,21,24,heat_load [kWh/m2],0.067665,0.0606024
4,4,45,21,24,cool_load [kWh/m2],0.187899,0.170228
4,4,45,21,24,light_load [kWh/m2],0.0153467,0.00449992
4,4,45,21,24,primary [kWh/m2],0.0233941,0.0176587
4,4,45,21,26,heat_load [kWh/m2],0.0727001,0.0657583
4,4,45,21,26,cool_load [kWh/m2],0.222544,0.201247
4,4,45,21,26,light_load [kWh/m2],0.0153467,0.00449992
4,4,45,21,26,primary [kWh/m2],0.0312298,0.0264153
5,0,-45,19,24,heat_load [kWh/m2],0.128497,0.106621
5,0,-45,19,24,cool_load [kWh/m2],0.280771,0.257475
5,0,-45,19,24,light_load [kWh/m2],0.0105344,0.00409021
5,0,-45,19,24,primary [kWh/m2],0.0407536,0.0348283
5,0,-45,19,26,heat_load [kWh/m2],0.154298,0.130799
5,0,-45,19,26,cool_load [kWh/m2],0.315259,0.28818
5,0,-45,19,26,light_load [kWh/m2],0.0105344,0.00409021
5,0,-45,19,26,primary [kWh/m2],0.0298069,0.0249926
5,0,-45,21,24,heat_load [kWh/m2],0.096497,0.0787815
5,0,-45,21,24,cool_load [kWh/m2],0.279906,0.25573
5,0,-45,21,24,light_load [kWh/m2],0.0105344,0.00409021
5,0,-45,21,24,primary [kWh/m2],0.0336739,0.0295258
5,0,-45,21,26,heat_load [kWh/m2],0.127117,0.105692
5,0,-45,21,26,cool_load [kWh/m2],0.320576,0.295339
5,0,-45,21,26,light_load [kWh/m2],0.0105344,0.00409021
5,0,-45,21,26,primary [kWh/m2],0.0252788,0.0220922
5,0,0,19,24,heat_load [kWh/m2],0.18796,0.160875
5,0,0,19,24,cool_load [kWh/m2],0.34416,0.307574
5,0,0,19,24,light_load [kWh/m2],0.00894893,0.00303314
5,0,0,19,24,primary [kWh/m2],0.0371493,0.0302477
5,0,0,19,26,heat_load [kWh/m2],0.227028,0.194632
5,0,0,19,26,cool_load [kWh/m2],0.410302,0.369879
5,0,0,19,26,light_load [kWh/m2],0.00894893,0.00303314
5,0,0,19,26,primary [kWh/m2],0.0441989,0.0331319
5,0,0,21,24,heat_load [kWh/m2],0.139323,0.119941
5,0,0,21,24,cool_load [kWh/m2],0.334841,0.298554
5,0,0,21,24,light_load [kWh/m2],0.00894893,0.00303314
5,0,0,21,24,primary [kWh/m2],0.0261209,0.0215397
5,0,0,21,26,heat_load [kWh/m2],0.182103,0.15699
5,0,0,21,26,cool_load [kWh/m2],0.40532,0.364705
5,0,0,21,26,light_load [kWh/m2],0.00894893,0.00303314
5,0,0,21,26,primary [kWh/m2],0.0416228,0.0209246
5,0,45,19,24,heat_load [kWh/m2],0.139901,0.118166
5,0,45,19,24,cool_load [kWh/m2],0.282481,0.258896
5,0,45,19,24,light_load [kWh/m2],0.0089869,0.0025702
5,0,45,19,24,primary [kWh/m2],0.022998,0.0177012
5,0,45,19,26,heat_load [kWh/m2],0.165547,0.141716
5,0,45,19,26,cool_load [kWh/m2],0.321121,0.291907
5,0,45,19,26,light_load [kWh/m2],0.0089869,0.0025702
5,0,45,19,26,primary [kWh/m2],0.0394861,0.0191683
5,0,45,21,24,heat_load [kWh/m2],0.105641,0.0896318
5,0,45,21,24,cool_load [kWh/m2],0.279548,0.255256
5,0,45,21,24,light_load [kWh/m2],0.0089869,0.0025702
5,0,45,21,24,primary [kWh/m2],0.0169621,0.0124555
5,0,45,21,26,heat_load [kWh/m2],0.135423,0.116212
5,0,45,21,26,cool_load [kWh/m2],0.326485,0.300125
5,0,45,21,26,light_load [kWh/m2],0.0089869,0.0025702
5,0,45,21,26,primary [kWh/m2],0.0379098,0.020919
5,1,-45,19,24,heat_load [kWh/m2],0.130344,0.107775
5,1,-45,19,24,cool_load [kWh/m2],0.285603,0.26192
5,1,-45,19,24,light_load [kWh/m2],0.0110434,0.00419036
5,1,-45,19,24,primary [kWh/m2],0.0383569,0.0321124
5,1,-45,19,26,heat_load [kWh/m2],0.155459,0.131778
5,1,-45,19,26,cool_load [kWh/m2],0.320401,0.293043
5,1,-45,19,26,light_load [kWh/m2],0.0110434,0.00419036
5,1,-45,19,26,primary [kWh/m2],0.0285346,0.0242727
5,1,-45,21,24,heat_load [kWh/m2],0.0985658,0.0802499
5,1,-45,21,24,cool_load [kWh/m2],0.285082,0.260693
5,1,-45,21,24,light_load [kWh/m2],0.0110434,0.00419036
5,1,-45,21,24,primary [kWh/m2],0.0315509,0.027191
5,1,-45,21,26,heat_load [kWh/m2],0.129088,0.107013
5,1,-45,21,26,cool_load [kWh/m2],0.326024,0.299969
5,1,-45,21,26,light_load [kWh/m2],0.0110434,0.00419036
5,1,-45,21,26,primary [kWh/m2],0.0251249,0.0213206
5,1,0,19,24,heat_load [kWh/m2],0.19406,0.166376
5,1,0,19,24,cool_load [kWh/m2],0.356046,0.319732
5,1,0,19,24,light_load [kWh/m2],0.0103579,0.0032131
5,1,0,19,24,primary [kWh/m2],0.035532,0.0295441
5,1,0,19,26,heat_load [kWh/m2],0.232504,0.199653
5,1,0,19,26,cool_load [kWh/m2],0.426383,0.38517
5,1,0,19,26,light_load [kWh/m2],0.0103579,0.0032131
5,1,0,19,26,primary [kWh/m2],0.0499728,0.0321462
5,1,0,21,24,heat_load [kWh/m2],0.144108,0.124336
5,1,0,21,24,cool_load [kWh/m2],0.346613,0.310378
5,1,0,21,24,light_load [kWh/m2],0.0103579,0.0032131
5,1,0,21,24,primary [kWh/m2],0.0263334,0.0212658
5,1,0,21,26,heat_load [kWh/m2],0.186491,0.160922
5,1,0,21,26,cool_load [kWh/m2],0.4214,0.380523
5,1,0,21,26,light_load [kWh/m2],0.0103579,0.0032131
5,1,0,21,26,primary [kWh/m2],0.0484979,0.0258753
5,1,45,19,24,heat_load [kWh/m2],0.143613,0.12184
5,1,45,19,24,cool_load [kWh/m2],0.291929,0.267538
5,1,45,19,24,light_load [kWh/m2],0.0105742,0.00287195
5,1,45,19,24,primary [kWh/m2],0.0261745,0.0163097
5,1,45,19,26,heat_load [kWh/m2],0.168255,0.144244
5,1,45,19,26,cool_load [kWh/m2],0.332368,0.30257
5,1,45,19,26,light_load [kWh/m2],0.0105742,0.00287195
5,1,45,19,26,primary [kWh/m2],0.0463306,0.0251711
5,1,45,21,24,heat_load [kWh/m2],0.108781,0.0926989
5,1,45,21,24,cool_load [kWh/m2],0.28967,0.264144
5,1,45,21,24,light_load [kWh/m2],0.0105742,0.00287195
5,1,45,21,24,primary [kWh/m2],0.0200748,0.0110491
5,1,45,21,26,heat_load [kWh/m2],0.138551,0.119407
5,1,45,21,26,cool_load [kWh/m2],0.338573,0.311121
5,1,45,21,26,light_load [kWh/m2],0.0105742,0.00287195
5,1,45,21,26,primary [kWh/m2],0.0443964,0.0264674
5,2,-45,19,24,heat_load [kWh/m2],0.0746116,0.0591166
