climate,obstacle,orientation,heat_SP,cool_SP,load,cvrmse,model
0,1,45,21,26,light_load [kWh/m2],0.0128372,xgb25
0,1,45,21,26,primary [kWh/m2],0.00890495,xgb25
0,1,-45,19,24,heat_load [kWh/m2],2.25113e-05,xgb25
0,1,-45,19,24,cool_load [kWh/m2],0.00949782,xgb25
0,1,-45,19,24,light_load [kWh/m2],0.0102456,xgb25
0,1,-45,19,24,primary [kWh/m2],0.00870146,xgb25
0,1,-45,19,26,heat_load [kWh/m2],2.25113e-05,xgb25
0,1,-45,19,26,cool_load [kWh/m2],0.0127461,xgb25
0,1,-45,19,26,light_load [kWh/m2],0.00995426,xgb25
0,1,-45,19,26,primary [kWh/m2],0.00975676,xgb25
0,1,-45,21,24,heat_load [kWh/m2],2.25113e-05,xgb25
0,1,-45,21,24,cool_load [kWh/m2],0.0102153,xgb25
0,1,-45,21,24,light_load [kWh/m2],0.00902809,xgb25
0,1,-45,21,24,primary [kWh/m2],0.00809947,xgb25
0,1,-45,21,26,heat_load [kWh/m2],2.25113e-05,xgb25
0,1,-45,21,26,cool_load [kWh/m2],0.0114008,xgb25
0,1,-45,21,26,light_load [kWh/m2],0.00901955,xgb25
0,1,-45,21,26,primary [kWh/m2],0.0101055,xgb25
0,2,0,19,24,heat_load [kWh/m2],2.25113e-05,xgb25
0,2,0,19,24,cool_load [kWh/m2],0.00940473,xgb25
0,2,0,19,24,light_load [kWh/m2],0.0229244,xgb25
0,2,0,19,24,primary [kWh/m2],0.00716417,xgb25
0,2,0,19,26,heat_load [kWh/m2],2.25113e-05,xgb25
0,2,0,19,26,cool_load [kWh/m2],0.00997824,xgb25
0,2,0,19,26,light_load [kWh/m2],0.0197825,xgb25
0,2,0,19,26,primary [kWh/m2],0.00869244,xgb25
0,2,0,21,24,heat_load [kWh/m2],2.25113e-05,xgb25
0,2,0,21,24,cool_load [kWh/m2],0.00946705,xgb25
0,2,0,21,24,light_load [kWh/m2],0.0208106,xgb25
0,2,0,21,24,primary [kWh/m2],0.0071289,xgb25
0,2,0,21,26,heat_load [kWh/m2],2.25113e-05,xgb25
0,2,0,21,26,cool_load [kWh/m2],0.0105898,xgb25
0,2,0,21,26,light_load [kWh/m2],0.022523,xgb25
0,2,0,21,26,primary [kWh/m2],0.00867294,xgb25
0,2,45,19,24,heat_load [kWh/m2],2.25113e-05,xgb25
0,2,45,19,24,cool_load [kWh/m2],0.00883984,xgb25
0,2,45,19,24,light_load [kWh/m2],0.0144089,xgb25
0,2,45,19,24,primary [kWh/m2],0.00639016,xgb25
0,2,45,19,26,heat_load [kWh/m2],2.25113e-05,xgb25
0,2,45,19,26,cool_load [kWh/m2],0.0096817,xgb25
0,2,45,19,26,light_load [kWh/m2],0.0150164,xgb25
0,2,45,19,26,primary [kWh/m2],0.00808489,xgb25
0,2,45,21,24,heat_load [kWh/m2],2.25113e-05,xgb25
0,2,45,21,24,cool_load [kWh/m2],0.00782661,xgb25
0,2,45,21,24,light_load [kWh/m2],0.0133747,xgb25
0,2,45,21,24,primary [kWh/m2],0.00684809,xgb25
0,2,45,21,26,heat_load [kWh/m2],2.25113e-05,xgb25
0,2,45,21,26,cool_load [kWh/m2],0.0107569,xgb25
0,2,45,21,26,light_load [kWh/m2],0.0139996,xgb25
0,2,45,21,26,primary [kWh/m2],0.00775333,xgb25
0,2,-45,19,24,heat_load [kWh/m2],2.25113e-05,xgb25
0,2,-45,19,24,cool_load [kWh/m2],0.00940391,xgb25
0,2,-45,19,24,light_load [kWh/m2],0.0107611,xgb25
0,2,-45,19,24,primary [kWh/m2],0.00797338,xgb25
0,2,-45,19,26,heat_load [kWh/m2],2.25113e-05,xgb25
0,2,-45,19,26,cool_load [kWh/m2],0.0118082,xgb25
0,2,-45,19,26,light_load [kWh/m2],0.00990803,xgb25
0,2,-45,19,26,primary [kWh/m2],0.00863694,xgb25
0,2,-45,21,24,heat_load [kWh/m2],2.25113e-05,xgb25
0,2,-45,21,24,cool_load [kWh/m2],0.0101966,xgb25
0,2,-45,21,24,light_load [kWh/m2],0.00977299,xgb25
0,2,-45,21,24,primary [kWh/m2],0.00808109,xgb25
0,2,-45,21,26,heat_load [kWh/m2],2.25113e-05,xgb25
0,2,-45,21,26,cool_load [kWh/m2],0.01009,xgb25
0,2,-45,21,26,light_load [kWh/m2],0.01014,xgb25
0,2,-45,21,26,primary [kWh/m2],0.00933104,xgb25
0,3,0,19,24,heat_load [kWh/m2],2.25113e-05,xgb25
0,3,0,19,24,cool_load [kWh/m2],0.0113404,xgb25
0,3,0,19,24,light_load [kWh/m2],0.00975517,xgb25
0,3,0,19,24,primary [kWh/m2],0.00814617,xgb25
0,3,0,19,26,heat_load [kWh/m2],2.25113e-05,xgb25
0,3,0,19,26,cool_load [kWh/m2],0.0134924,xgb25
0,3,0,19,26,light_load [kWh/m2],0.0110847,xgb25
0,3,0,19,26,primary [kWh/m2],0.0103743,xgb25
0,3,0,21,24,heat_load [kWh/m2],2.25113e-05,xgb25
0,3,0,21,24,cool_load [kWh/m2],0.0103517,xgb25
0,3,0,21,24,light_load [kWh/m2],0.0113055,xgb25
0,3,0,21,24,primary [kWh/m2],0.00786811,xgb25
0,3,0,21,26,heat_load [kWh/m2],2.25113e-05,xgb25
0,3,0,21,26,cool_load [kWh/m2],0.0123964,xgb25
0,3,0,21,26,light_load [kWh/m2],0.0121764,xgb25
0,3,0,21,26,primary [kWh/m2],0.0085724,xgb25
0,3,45,19,24,heat_load [kWh/m2],2.25113e-05,xgb25
0,3,45,19,24,cool_load [kWh/m2],0.0106001,xgb25
0,3,45,19,24,light_load [kWh/m2],0.0112743,xgb25
0,3,45,19,24,primary [kWh/m2],0.00779991,xgb25
0,3,45,19,26,heat_load [kWh/m2],2.25113e-05,xgb25
0,3,45,19,26,cool_load [kWh/m2],0.011397,xgb25
0,3,45,19,26,light_load [kWh/m2],0.0106808,xgb25
0,3,45,19,26,primary [kWh/m2],0.00876446,xgb25
0,3,45,21,24,heat_load [kWh/m2],2.25113e-05,xgb25
0,3,45,21,24,cool_load [kWh/m2],0.00942664,xgb25
0,3,45,21,24,light_load [kWh/m2],0.0100332,xgb25
0,3,45,21,24,primary [kWh/m2],0.00817081,xgb25
0,3,45,21,26,heat_load [kWh/m2],2.25113e-05,xgb25
0,3,45,21,26,cool_load [kWh/m2],0.0128896,xgb25
0,3,45,21,26,light_load [kWh/m2],0.0117127,xgb25
0,3,45,21,26,primary [kWh/m2],0.00887245,xgb25
0,3,-45,19,24,heat_load [kWh/m2],2.25113e-05,xgb25
0,3,-45,19,24,cool_load [kWh/m2],0.0107647,xgb25
0,3,-45,19,24,light_load [kWh/m2],0.00859669,xgb25
0,3,-45,19,24,primary [kWh/m2],0.00836214,xgb25
0,3,-45,19,26,heat_load [kWh/m2],2.25113e-05,xgb25
0,3,-45,19,26,cool_load [kWh/m2],0.0130655,xgb25
0,3,-45,19,26,light_load [kWh/m2],0.00960958,xgb25
0,3,-45,19,26,primary [kWh/m2],0.0090009,xgb25
0,3,-45,21,24,heat_load [kWh/m2],2.25113e-05,xgb25
0,3,-45,21,24,cool_load [kWh/m2],0.010365,xgb25
0,3,-45,21,24,light_load [kWh/m2],0.00848046,xgb25
0,3,-45,21,24,primary [kWh/m2],0.00836656,xgb25
0,3,-45,21,26,heat_load [kWh/m2],2.25113e-05,xgb25
0,3,-45,21,26,cool_load [kWh/m2],0.011998,xgb25
0,3,-45,21,26,light_load [kWh/m2],0.00767994,xgb25
0,3,-45,21,26,primary [kWh/m2],0.00924398,xgb25
0,4,0,19,24,heat_load [kWh/m2],2.25113e-05,xgb25
0,4,0,19,24,cool_load [kWh/m2],0.0107258,xgb25
0,4,0,19,24,light_load [kWh/m2],0.00995014,xgb25
0,4,0,19,24,primary [kWh/m2],0.00805917,xgb25
0,4,0,19,26,heat_load [kWh/m2],2.25113e-05,xgb25
0,4,0,19,26,cool_load [kWh/m2],0.0131175,xgb25
0,4,0,19,26,light_load [kWh/m2],0.0100715,xgb25
0,4,0,19,26,primary [kWh/m2],0.0111193,xgb25
0,4,0,21,24,heat_load [kWh/m2],2.25113e-05,xgb25
0,4,0,21,24,cool_load [kWh/m2],0.0109787,xgb25
0,4,0,21,24,light_load [kWh/m2],0.0111988,xgb25
0,4,0,21,24,primary [kWh/m2],0.0080262,xgb25
0,4,0,21,26,heat_load [kWh/m2],2.25113e-05,xgb25
0,4,0,21,26,cool_load [kWh/m2],0.0133609,xgb25
0,4,0,21,26,light_load [kWh/m2],0.0114698,xgb25
0,4,0,21,26,primary [kWh/m2],0.0101867,xgb25
0,4,45,19,24,heat_load [kWh/m2],2.25113e-05,xgb25
0,4,45,19,24,cool_load [kWh/m2],0.0107828,xgb25
0,4,45,19,24,light_load [kWh/m2],0.0122558,xgb25
0,4,45,19,24,primary [kWh/m2],0.0081868,xgb25
0,4,45,19,26,heat_load [kWh/m2],2.25113e-05,xgb25
0,4,45,19,26,cool_load [kWh/m2],0.0115056,xgb25
0,4,45,19,26,light_load [kWh/m2],0.0117163,xgb25
0,4,45,19,26,primary [kWh/m2],0.00897545,xgb25
0,4,45,21,24,heat_load [kWh/m2],2.25113e-05,xgb25
0,4,45,21,24,cool_load [kWh/m2],0.0100014,xgb25
0,4,45,21,24,light_load [kWh/m2],0.00959811,xgb25
0,4,45,21,24,primary [kWh/m2],0.00849137,xgb25
0,4,45,21,26,heat_load [kWh/m2],2.25113e-05,xgb25
0,4,45,21,26,cool_load [kWh/m2],0.0116323,xgb25
0,4,45,21,26,light_load [kWh/m2],0.0108199,xgb25
0,4,45,21,26,primary [kWh/m2],0.00927744,xgb25
0,4,-45,19,24,heat_load [kWh/m2],2.25113e-05,xgb25
0,4,-45,19,24,cool_load [kWh/m2],0.0100318,xgb25
0,4,-45,19,24,light_load [kWh/m2],0.0098911,xgb25
0,4,-45,19,24,primary [kWh/m2],0.00725267,xgb25
0,4,-45,19,26,heat_load [kWh/m2],2.25113e-05,xgb25
0,4,-45,19,26,cool_load [kWh/m2],0.0113341,xgb25
0,4,-45,19,26,light_load [kWh/m2],0.00873888,xgb25
0,4,-45,19,26,primary [kWh/m2],0.00973538,xgb25
0,4,-45,21,24,heat_load [kWh/m2],2.25113e-05,xgb25
0,4,-45,21,24,cool_load [kWh/m2],0.0103419,xgb25
0,4,-45,21,24,light_load [kWh/m2],0.00888981,xgb25
0,4,-45,21,24,primary [kWh/m2],0.00798081,xgb25
0,4,-45,21,26,heat_load [kWh/m2],2.25113e-05,xgb25
0,4,-45,21,26,cool_load [kWh/m2],0.0118893,xgb25
0,4,-45,21,26,light_load [kWh/m2],0.00865732,xgb25
0,4,-45,21,26,primary [kWh/m2],0.00931129,xgb25
1,0,0,19,24,heat_load [kWh/m2],2.25113e-05,xgb25
1,0,0,19,24,cool_load [kWh/m2],0.0131768,xgb25
1,0,0,19,24,light_load [kWh/m2],0.0122349,xgb25
1,0,0,19,24,primary [kWh/m2],0.00873733,xgb25
1,0,0,19,26,heat_load [kWh/m2],2.25113e-05,xgb25
1,0,0,19,26,cool_load [kWh/m2],0.0159397,xgb25
1,0,0,19,26,light_load [kWh/m2],0.0105583,xgb25
1,0,0,19,26,primary [kWh/m2],0.012261,xgb25
1,0,0,21,24,heat_load [kWh/m2],2.25113e-05,xgb25
1,0,0,21,24,cool_load [kWh/m2],0.0134233,xgb25
1,0,0,21,24,light_load [kWh/m2],0.0121156,xgb25
1,0,0,21,24,primary [kWh/m2],0.010278,xgb25
1,0,0,21,26,heat_load [kWh/m2],2.25113e-05,xgb25
1,0,0,21,26,cool_load [kWh/m2],0.0163814,xgb25
1,0,0,21,26,light_load [kWh/m2],0.0112888,xgb25
1,0,0,21,26,primary [kWh/m2],0.0117669,xgb25
1,0,45,19,24,heat_load [kWh/m2],2.25113e-05,xgb25
1,0,45,19,24,cool_load [kWh/m2],0.0119504,xgb25
1,0,45,19,24,light_load [kWh/m2],0.0129684,xgb25
1,0,45,19,24,primary [kWh/m2],0.00787652,xgb25
1,0,45,19,26,heat_load [kWh/m2],2.25113e-05,xgb25
1,0,45,19,26,cool_load [kWh/m2],0.0138705,xgb25
1,0,45,19,26,light_load [kWh/m2],0.0107539,xgb25
1,0,45,19,26,primary [kWh/m2],0.0109973,xgb25
1,0,45,21,24,heat_load [kWh/m2],2.25113e-05,xgb25
1,0,45,21,24,cool_load [kWh/m2],0.0117791,xgb25
1,0,45,21,24,light_load [kWh/m2],0.0116183,xgb25
1,0,45,21,24,primary [kWh/m2],0.008641,xgb25
1,0,45,21,26,heat_load [kWh/m2],2.25113e-05,xgb25
1,0,45,21,26,cool_load [kWh/m2],0.0147527,xgb25
1,0,45,21,26,light_load [kWh/m2],0.0119382,xgb25
1,0,45,21,26,primary [kWh/m2],0.010435,xgb25
1,0,-45,19,24,heat_load [kWh/m2],2.25113e-05,xgb25
1,0,-45,19,24,cool_load [kWh/m2],0.0124202,xgb25
1,0,-45,19,24,light_load [kWh/m2],0.0074126,xgb25
1,0,-45,19,24,primary [kWh/m2],0.00966697,xgb25
1,0,-45,19,26,heat_load [kWh/m2],2.25113e-05,xgb25
1,0,-45,19,26,cool_load [kWh/m2],0.0142952,xgb25
1,0,-45,19,26,light_load [kWh/m2],0.00848209,xgb25
1,0,-45,19,26,primary [kWh/m2],0.0112077,xgb25
1,0,-45,21,24,heat_load [kWh/m2],2.25113e-05,xgb25
1,0,-45,21,24,cool_load [kWh/m2],0.0149641,xgb25
1,0,-45,21,24,light_load [kWh/m2],0.0082721,xgb25
1,0,-45,21,24,primary [kWh/m2],0.0106329,xgb25
1,0,-45,21,26,heat_load [kWh/m2],2.25113e-05,xgb25
1,0,-45,21,26,cool_load [kWh/m2],0.0168169,xgb25
1,0,-45,21,26,light_load [kWh/m2],0.00824168,xgb25
1,0,-45,21,26,primary [kWh/m2],0.010967,xgb25
1,1,0,19,24,heat_load [kWh/m2],2.25113e-05,xgb25
1,1,0,19,24,cool_load [kWh/m2],0.0135132,xgb25
1,1,0,19,24,light_load [kWh/m2],0.0112605,xgb25
1,1,0,19,24,primary [kWh/m2],0.00916738,xgb25
1,1,0,19,26,heat_load [kWh/m2],2.25113e-05,xgb25
1,1,0,19,26,cool_load [kWh/m2],0.017523,xgb25
1,1,0,19,26,light_load [kWh/m2],0.0117203,xgb25
1,1,0,19,26,primary [kWh/m2],0.0112988,xgb25
1,1,0,21,24,heat_load [kWh/m2],2.25113e-05,xgb25
1,1,0,21,24,cool_load [kWh/m2],0.0138432,xgb25
1,1,0,21,24,light_load [kWh/m2],0.0124679,xgb25
1,1,0,21,24,primary [kWh/m2],0.00952884,xgb25
1,1,0,21,26,heat_load [kWh/m2],2.25113e-05,xgb25
1,1,0,21,26,cool_load [kWh/m2],0.0159065,xgb25
1,1,0,21,26,light_load [kWh/m2],0.0125982,xgb25
1,1,0,21,26,primary [kWh/m2],0.0110875,xgb25
1,1,45,19,24,heat_load [kWh/m2],2.25113e-05,xgb25
1,1,45,19,24,cool_load [kWh/m2],0.0112522,xgb25
1,1,45,19,24,light_load [kWh/m2],0.0126251,xgb25
1,1,45,19,24,primary [kWh/m2],0.00881349,xgb25
1,1,45,19,26,heat_load [kWh/m2],2.25113e-05,xgb25
1,1,45,19,26,cool_load [kWh/m2],0.015015,xgb25
1,1,45,19,26,light_load [kWh/m2],0.0121584,xgb25
1,1,45,19,26,primary [kWh/m2],0.0112608,xgb25
1,1,45,21,24,heat_load [kWh/m2],2.25113e-05,xgb25
1,1,45,21,24,cool_load [kWh/m2],0.0123229,xgb25
1,1,45,21,24,light_load [kWh/m2],0.0117654,xgb25
1,1,45,21,24,primary [kWh/m2],0.00906094,xgb25
1,1,45,21,26,heat_load [kWh/m2],2.25113e-05,xgb25
1,1,45,21,26,cool_load [kWh/m2],0.0162702,xgb25
1,1,45,21,26,light_load [kWh/m2],0.011533,xgb25
1,1,45,21,26,primary [kWh/m2],0.0123029,xgb25
1,1,-45,19,24,heat_load [kWh/m2],2.25113e-05,xgb25
1,1,-45,19,24,cool_load [kWh/m2],0.0121153,xgb25
1,1,-45,19,24,light_load [kWh/m2],0.00915775,xgb25
1,1,-45,19,24,primary [kWh/m2],0.0101555,xgb25
1,1,-45,19,26,heat_load [kWh/m2],2.25113e-05,xgb25
1,1,-45,19,26,cool_load [kWh/m2],0.016487,xgb25
1,1,-45,19,26,light_load [kWh/m2],0.00837085,xgb25
1,1,-45,19,26,primary [kWh/m2],0.0113393,xgb25
1,1,-45,21,24,heat_load [kWh/m2],2.25113e-05,xgb25
1,1,-45,21,24,cool_load [kWh/m2],0.0135905,xgb25
1,1,-45,21,24,light_load [kWh/m2],0.00966674,xgb25
1,1,-45,21,24,primary [kWh/m2],0.0101374,xgb25
1,1,-45,21,26,heat_load [kWh/m2],2.25113e-05,xgb25
1,1,-45,21,26,cool_load [kWh/m2],0.014714,xgb25
1,1,-45,21,26,light_load [kWh/m2],0.0097746,xgb25
1,1,-45,21,26,primary [kWh/m2],0.0111293,xgb25
1,2,0,19,24,heat_load [kWh/m2],2.25113e-05,xgb25
1,2,0,19,24,cool_load [kWh/m2],0.0112352,xgb25
1,2,0,19,24,light_load [kWh/m2],0.0200275,xgb25
1,2,0,19,24,primary [kWh/m2],0.0089195,xgb25
1,2,0,19,26,heat_load [kWh/m2],2.25113e-05,xgb25
1,2,0,19,26,cool_load [kWh/m2],0.0136252,xgb25
1,2,0,19,26,light_load [kWh/m2],0.0207666,xgb25
1,2,0,19,26,primary [kWh/m2],0.0102199,xgb25
1,2,0,21,24,heat_load [kWh/m2],2.25113e-05,xgb25
1,2,0,21,24,cool_load [kWh/m2],0.0106115,xgb25
1,2,0,21,24,light_load [kWh/m2],0.0213948,xgb25
1,2,0,21,24,primary [kWh/m2],0.00909982,xgb25
1,2,0,21,26,heat_load [kWh/m2],2.25113e-05,xgb25
1,2,0,21,26,cool_load [kWh/m2],0.0141766,xgb25
1,2,0,21,26,light_load [kWh/m2],0.0195659,xgb25
1,2,0,21,26,primary [kWh/m2],0.0100594,xgb25
1,2,45,19,24,heat_load [kWh/m2],2.25113e-05,xgb25
1,2,45,19,24,cool_load [kWh/m2],0.0111644,xgb25
1,2,45,19,24,light_load [kWh/m2],0.0188825,xgb25
1,2,45,19,24,primary [kWh/m2],0.00790173,xgb25
1,2,45,19,26,heat_load [kWh/m2],2.25113e-05,xgb25
1,2,45,19,26,cool_load [kWh/m2],0.0133069,xgb25
1,2,45,19,26,light_load [kWh/m2],0.0181075,xgb25
1,2,45,19,26,primary [kWh/m2],0.00918392,xgb25
1,2,45,21,24,heat_load [kWh/m2],2.25113e-05,xgb25
1,2,45,21,24,cool_load [kWh/m2],0.0100565,xgb25
1,2,45,21,24,light_load [kWh/m2],0.0194118,xgb25
1,2,45,21,24,primary [kWh/m2],0.00869221,xgb25
1,2,45,21,26,heat_load [kWh/m2],2.25113e-05,xgb25
1,2,45,21,26,cool_load [kWh/m2],0.0141265,xgb25
1,2,45,21,26,light_load [kWh/m2],0.0186062,xgb25
1,2,45,21,26,primary [kWh/m2],0.0102574,xgb25
1,2,-45,19,24,heat_load [kWh/m2],2.25113e-05,xgb25
1,2,-45,19,24,cool_load [kWh/m2],0.0113775,xgb25
1,2,-45,19,24,light_load [kWh/m2],0.00961009,xgb25
1,2,-45,19,24,primary [kWh/m2],0.00923112,xgb25
1,2,-45,19,26,heat_load [kWh/m2],2.25113e-05,xgb25
1,2,-45,19,26,cool_load [kWh/m2],0.0154415,xgb25
1,2,-45,19,26,light_load [kWh/m2],0.00908059,xgb25
1,2,-45,19,26,primary [kWh/m2],0.011741,xgb25
1,2,-45,21,24,heat_load [kWh/m2],2.25113e-05,xgb25
1,2,-45,21,24,cool_load [kWh/m2],0.0124651,xgb25
1,2,-45,21,24,light_load [kWh/m2],0.00885558,xgb25
1,2,-45,21,24,primary [kWh/m2],0.00922882,xgb25
1,2,-45,21,26,heat_load [kWh/m2],2.25113e-05,xgb25
1,2,-45,21,26,cool_load [kWh/m2],0.0166952,xgb25
1,2,-45,21,26,light_load [kWh/m2],0.00948147,xgb25
1,2,-45,21,26,primary [kWh/m2],0.0103132,xgb25
1,3,0,19,24,heat_load [kWh/m2],2.25113e-05,xgb25
1,3,0,19,24,cool_load [kWh/m2],0.0130842,xgb25
1,3,0,19,24,light_load [kWh/m2],0.009993,xgb25
1,3,0,19,24,primary [kWh/m2],0.0104044,xgb25
1,3,0,19,26,heat_load [kWh/m2],2.25113e-05,xgb25
1,3,0,19,26,cool_load [kWh/m2],0.0171713,xgb25
1,3,0,19,26,light_load [kWh/m2],0.0104398,xgb25
1,3,0,19,26,primary [kWh/m2],0.0112845,xgb25
1,3,0,21,24,heat_load [kWh/m2],2.25113e-05,xgb25
1,3,0,21,24,cool_load [kWh/m2],0.0131515,xgb25
1,3,0,21,24,light_load [kWh/m2],0.011773,xgb25
1,3,0,21,24,primary [kWh/m2],0.00882925,xgb25
1,3,0,21,26,heat_load [kWh/m2],2.25113e-05,xgb25
1,3,0,21,26,cool_load [kWh/m2],0.0164332,xgb25
1,3,0,21,26,light_load [kWh/m2],0.0118992,xgb25
1,3,0,21,26,primary [kWh/m2],0.0114179,xgb25
1,3,45,19,24,heat_load [kWh/m2],2.25113e-05,xgb25
1,3,45,19,24,cool_load [kWh/m2],0.0113626,xgb25
1,3,45,19,24,light_load [kWh/m2],0.0136974,xgb25
1,3,45,19,24,primary [kWh/m2],0.00906024,xgb25
1,3,45,19,26,heat_load [kWh/m2],2.25113e-05,xgb25
1,3,45,19,26,cool_load [kWh/m2],0.0145823,xgb25
1,3,45,19,26,light_load [kWh/m2],0.0104286,xgb25
1,3,45,19,26,primary [kWh/m2],0.0103874,xgb25
1,3,45,21,24,heat_load [kWh/m2],2.25113e-05,xgb25
1,3,45,21,24,cool_load [kWh/m2],0.0126365,xgb25
1,3,45,21,24,light_load [kWh/m2],0.0110535,xgb25
1,3,45,21,24,primary [kWh/m2],0.00895874,xgb25
1,3,45,21,26,heat_load [kWh/m2],2.25113e-05,xgb25
1,3,45,21,26,cool_load [kWh/m2],0.0146238,xgb25
1,3,45,21,26,light_load [kWh/m2],0.00992802,xgb25
1,3,45,21,26,primary [kWh/m2],0.0110125,xgb25
1,3,-45,19,24,heat_load [kWh/m2],2.25113e-05,xgb25
1,3,-45,19,24,cool_load [kWh/m2],0.0125202,xgb25
1,3,-45,19,24,light_load [kWh/m2],0.00782267,xgb25
1,3,-45,19,24,primary [kWh/m2],0.0101134,xgb25
1,3,-45,19,26,heat_load [kWh/m2],2.25113e-05,xgb25
1,3,-45,19,26,cool_load [kWh/m2],0.0166298,xgb25
1,3,-45,19,26,light_load [kWh/m2],0.0073542,xgb25
1,3,-45,19,26,primary [kWh/m2],0.0110057,xgb25
1,3,-45,21,24,heat_load [kWh/m2],2.25113e-05,xgb25
1,3,-45,21,24,cool_load [kWh/m2],0.012403,xgb25
1,3,-45,21,24,light_load [kWh/m2],0.00882944,xgb25
1,3,-45,21,24,primary [kWh/m2],0.00925692,xgb25
1,3,-45,21,26,heat_load [kWh/m2],2.25113e-05,xgb25
1,3,-45,21,26,cool_load [kWh/m2],0.0143328,xgb25
1,3,-45,21,26,light_load [kWh/m2],0.0093485,xgb25
1,3,-45,21,26,primary [kWh/m2],0.0118127,xgb25
1,4,0,19,24,heat_load [kWh/m2],2.25113e-05,xgb25
1,4,0,19,24,cool_load [kWh/m2],0.0133548,xgb25
1,4,0,19,24,light_load [kWh/m2],0.0103351,xgb25
1,4,0,19,24,primary [kWh/m2],0.0090894,xgb25
1,4,0,19,26,heat_load [kWh/m2],2.25113e-05,xgb25
1,4,0,19,26,cool_load [kWh/m2],0.0167731,xgb25
1,4,0,19,26,light_load [kWh/m2],0.0114538,xgb25
1,4,0,19,26,primary [kWh/m2],0.0117393,xgb25
1,4,0,21,24,heat_load [kWh/m2],2.25113e-05,xgb25
1,4,0,21,24,cool_load [kWh/m2],0.0123274,xgb25
1,4,0,21,24,light_load [kWh/m2],0.0112424,xgb25
1,4,0,21,24,primary [kWh/m2],0.00932822,xgb25
1,4,0,21,26,heat_load [kWh/m2],2.25113e-05,xgb25
1,4,0,21,26,cool_load [kWh/m2],0.0154998,xgb25
1,4,0,21,26,light_load [kWh/m2],0.010919,xgb25
1,4,0,21,26,primary [kWh/m2],0.0128339,xgb25
1,4,45,19,24,heat_load [kWh/m2],2.25113e-05,xgb25
1,4,45,19,24,cool_load [kWh/m2],0.0115372,xgb25
1,4,45,19,24,light_load [kWh/m2],0.0118272,xgb25
1,4,45,19,24,primary [kWh/m2],0.0102078,xgb25
1,4,45,19,26,heat_load [kWh/m2],2.25113e-05,xgb25
1,4,45,19,26,cool_load [kWh/m2],0.0155731,xgb25
1,4,45,19,26,light_load [kWh/m2],0.0123688,xgb25
1,4,45,19,26,primary [kWh/m2],0.0106186,xgb25
1,4,45,21,24,heat_load [kWh/m2],2.25113e-05,xgb25
1,4,45,21,24,cool_load [kWh/m2],0.0103619,xgb25
1,4,45,21,24,light_load [kWh/m2],0.0107894,xgb25
1,4,45,21,24,primary [kWh/m2],0.00902084,xgb25
1,4,45,21,26,heat_load [kWh/m2],2.25113e-05,xgb25
1,4,45,21,26,cool_load [kWh/m2],0.0158765,xgb25
1,4,45,21,26,light_load [kWh/m2],0.0117739,xgb25
1,4,45,21,26,primary [kWh/m2],0.01155,xgb25
1,4,-45,19,24,heat_load [kWh/m2],2.25113e-05,xgb25
1,4,-45,19,24,cool_load [kWh/m2],0.0131912,xgb25
1,4,-45,19,24,light_load [kWh/m2],0.00974533,xgb25
1,4,-45,19,24,primary [kWh/m2],0.0098499,xgb25
1,4,-45,19,26,heat_load [kWh/m2],2.25113e-05,xgb25
1,4,-45,19,26,cool_load [kWh/m2],0.0174288,xgb25
1,4,-45,19,26,light_load [kWh/m2],0.0087421,xgb25
1,4,-45,19,26,primary [kWh/m2],0.0117822,xgb25
1,4,-45,21,24,heat_load [kWh/m2],2.25113e-05,xgb25
1,4,-45,21,24,cool_load [kWh/m2],0.0122599,xgb25
1,4,-45,21,24,light_load [kWh/m2],0.00805111,xgb25
1,4,-45,21,24,primary [kWh/m2],0.0106206,xgb25
1,4,-45,21,26,heat_load [kWh/m2],2.25113e-05,xgb25
1,4,-45,21,26,cool_load [kWh/m2],0.0145329,xgb25
1,4,-45,21,26,light_load [kWh/m2],0.00915175,xgb25
1,4,-45,21,26,primary [kWh/m2],0.0122915,xgb25
2,0,0,19,24,heat_load [kWh/m2],0.0756373,xgb25
2,0,0,19,24,cool_load [kWh/m2],0.0189803,xgb25
2,0,0,19,24,light_load [kWh/m2],0.00784727,xgb25
2,0,0,19,24,primary [kWh/m2],0.0124239,xgb25
2,0,0,19,26,heat_load [kWh/m2],0.0915829,xgb25
2,0,0,19,26,cool_load [kWh/m2],0.020411,xgb25
2,0,0,19,26,light_load [kWh/m2],0.00774788,xgb25
2,0,0,19,26,primary [kWh/m2],0.0124511,xgb25
2,0,0,21,24,heat_load [kWh/m2],0.0351598,xgb25
2,0,0,21,24,cool_load [kWh/m2],0.0196669,xgb25
2,0,0,21,24,light_load [kWh/m2],0.00729734,xgb25
2,0,0,21,24,primary [kWh/m2],0.0101372,xgb25
2,0,0,21,26,heat_load [kWh/m2],0.0635377,xgb25
2,0,0,21,26,cool_load [kWh/m2],0.020758,xgb25
2,0,0,21,26,light_load [kWh/m2],0.00779472,xgb25
2,0,0,21,26,primary [kWh/m2],0.0110606,xgb25
2,0,45,19,24,heat_load [kWh/m2],0.0372824,xgb25
2,0,45,19,24,cool_load [kWh/m2],0.0182475,xgb25
2,0,45,19,24,light_load [kWh/m2],0.00753972,xgb25
2,0,45,19,24,primary [kWh/m2],0.00838485,xgb25
2,0,45,19,26,heat_load [kWh/m2],0.0418462,xgb25
