climate,obstacle,orientation,heat_SP,cool_SP,load,cvrmse,model
0,4,-45,21,26,primary [kWh/m2],0.00667521,xgb50
1,0,0,19,24,heat_load [kWh/m2],1.74083e-05,xgb50
1,0,0,19,24,cool_load [kWh/m2],0.00827802,xgb50
1,0,0,19,24,light_load [kWh/m2],0.00706104,xgb50
1,0,0,19,24,primary [kWh/m2],0.00609117,xgb50
1,0,0,19,26,heat_load [kWh/m2],1.74083e-05,xgb50
1,0,0,19,26,cool_load [kWh/m2],0.0105714,xgb50
1,0,0,19,26,light_load [kWh/m2],0.00733291,xgb50
1,0,0,19,26,primary [kWh/m2],0.00794768,xgb50
1,0,0,21,24,heat_load [kWh/m2],1.74083e-05,xgb50
1,0,0,21,24,cool_load [kWh/m2],0.00861916,xgb50
1,0,0,21,24,light_load [kWh/m2],0.00741591,xgb50
1,0,0,21,24,primary [kWh/m2],0.00658127,xgb50
1,0,0,21,26,heat_load [kWh/m2],1.74083e-05,xgb50
1,0,0,21,26,cool_load [kWh/m2],0.010928,xgb50
1,0,0,21,26,light_load [kWh/m2],0.00748989,xgb50
1,0,0,21,26,primary [kWh/m2],0.00767335,xgb50
1,0,45,19,24,heat_load [kWh/m2],1.74083e-05,xgb50
1,0,45,19,24,cool_load [kWh/m2],0.00793152,xgb50
1,0,45,19,24,light_load [kWh/m2],0.00758914,xgb50
1,0,45,19,24,primary [kWh/m2],0.00631918,xgb50
1,0,45,19,26,heat_load [kWh/m2],1.74083e-05,xgb50
1,0,45,19,26,cool_load [kWh/m2],0.0115034,xgb50
1,0,45,19,26,light_load [kWh/m2],0.00766547,xgb50
1,0,45,19,26,primary [kWh/m2],0.00751819,xgb50
1,0,45,21,24,heat_load [kWh/m2],1.74083e-05,xgb50
1,0,45,21,24,cool_load [kWh/m2],0.00816569,xgb50
1,0,45,21,24,light_load [kWh/m2],0.00837188,xgb50
1,0,45,21,24,primary [kWh/m2],0.00662982,xgb50
1,0,45,21,26,heat_load [kWh/m2],1.74083e-05,xgb50
1,0,45,21,26,cool_load [kWh/m2],0.0102817,xgb50
1,0,45,21,26,light_load [kWh/m2],0.00753607,xgb50
1,0,45,21,26,primary [kWh/m2],0.00730248,xgb50
1,0,-45,19,24,heat_load [kWh/m2],1.74083e-05,xgb50
1,0,-45,19,24,cool_load [kWh/m2],0.00827116,xgb50
1,0,-45,19,24,light_load [kWh/m2],0.00611222,xgb50
1,0,-45,19,24,primary [kWh/m2],0.0065422,xgb50
1,0,-45,19,26,heat_load [kWh/m2],1.74083e-05,xgb50
1,0,-45,19,26,cool_load [kWh/m2],0.00925783,xgb50
1,0,-45,19,26,light_load [kWh/m2],0.00593186,xgb50
1,0,-45,19,26,primary [kWh/m2],0.00735933,xgb50
1,0,-45,21,24,heat_load [kWh/m2],1.74083e-05,xgb50
1,0,-45,21,24,cool_load [kWh/m2],0.00864595,xgb50
1,0,-45,21,24,light_load [kWh/m2],0.00554052,xgb50
1,0,-45,21,24,primary [kWh/m2],0.00598475,xgb50
1,0,-45,21,26,heat_load [kWh/m2],1.74083e-05,xgb50
1,0,-45,21,26,cool_load [kWh/m2],0.0104342,xgb50
1,0,-45,21,26,light_load [kWh/m2],0.00605259,xgb50
1,0,-45,21,26,primary [kWh/m2],0.00777998,xgb50
1,1,0,19,24,heat_load [kWh/m2],1.74083e-05,xgb50
1,1,0,19,24,cool_load [kWh/m2],0.00788962,xgb50
1,1,0,19,24,light_load [kWh/m2],0.00925727,xgb50
1,1,0,19,24,primary [kWh/m2],0.00687619,xgb50
1,1,0,19,26,heat_load [kWh/m2],1.74083e-05,xgb50
1,1,0,19,26,cool_load [kWh/m2],0.0104413,xgb50
1,1,0,19,26,light_load [kWh/m2],0.00826027,xgb50
1,1,0,19,26,primary [kWh/m2],0.00770483,xgb50
1,1,0,21,24,heat_load [kWh/m2],1.74083e-05,xgb50
1,1,0,21,24,cool_load [kWh/m2],0.00806726,xgb50
1,1,0,21,24,light_load [kWh/m2],0.00835184,xgb50
1,1,0,21,24,primary [kWh/m2],0.00622184,xgb50
1,1,0,21,26,heat_load [kWh/m2],1.74083e-05,xgb50
1,1,0,21,26,cool_load [kWh/m2],0.0113207,xgb50
1,1,0,21,26,light_load [kWh/m2],0.00843841,xgb50
1,1,0,21,26,primary [kWh/m2],0.0077737,xgb50
1,1,45,19,24,heat_load [kWh/m2],1.74083e-05,xgb50
1,1,45,19,24,cool_load [kWh/m2],0.00833117,xgb50
1,1,45,19,24,light_load [kWh/m2],0.0086433,xgb50
1,1,45,19,24,primary [kWh/m2],0.00682475,xgb50
1,1,45,19,26,heat_load [kWh/m2],1.74083e-05,xgb50
1,1,45,19,26,cool_load [kWh/m2],0.0111947,xgb50
1,1,45,19,26,light_load [kWh/m2],0.00830168,xgb50
1,1,45,19,26,primary [kWh/m2],0.00807696,xgb50
1,1,45,21,24,heat_load [kWh/m2],1.74083e-05,xgb50
1,1,45,21,24,cool_load [kWh/m2],0.00844895,xgb50
1,1,45,21,24,light_load [kWh/m2],0.00827601,xgb50
1,1,45,21,24,primary [kWh/m2],0.00635165,xgb50
1,1,45,21,26,heat_load [kWh/m2],1.74083e-05,xgb50
1,1,45,21,26,cool_load [kWh/m2],0.0116657,xgb50
1,1,45,21,26,light_load [kWh/m2],0.00753241,xgb50
1,1,45,21,26,primary [kWh/m2],0.00799548,xgb50
1,1,-45,19,24,heat_load [kWh/m2],1.74083e-05,xgb50
1,1,-45,19,24,cool_load [kWh/m2],0.00821731,xgb50
1,1,-45,19,24,light_load [kWh/m2],0.00595386,xgb50
1,1,-45,19,24,primary [kWh/m2],0.00648263,xgb50
1,1,-45,19,26,heat_load [kWh/m2],1.74083e-05,xgb50
1,1,-45,19,26,cool_load [kWh/m2],0.0102398,xgb50
1,1,-45,19,26,light_load [kWh/m2],0.00687939,xgb50
1,1,-45,19,26,primary [kWh/m2],0.00771695,xgb50
1,1,-45,21,24,heat_load [kWh/m2],1.74083e-05,xgb50
1,1,-45,21,24,cool_load [kWh/m2],0.0080454,xgb50
1,1,-45,21,24,light_load [kWh/m2],0.00652152,xgb50
1,1,-45,21,24,primary [kWh/m2],0.00641297,xgb50
1,1,-45,21,26,heat_load [kWh/m2],1.74083e-05,xgb50
1,1,-45,21,26,cool_load [kWh/m2],0.0098043,xgb50
1,1,-45,21,26,light_load [kWh/m2],0.00695392,xgb50
1,1,-45,21,26,primary [kWh/m2],0.00760555,xgb50
1,2,0,19,24,heat_load [kWh/m2],1.74083e-05,xgb50
1,2,0,19,24,cool_load [kWh/m2],0.00701592,xgb50
1,2,0,19,24,light_load [kWh/m2],0.0157953,xgb50
1,2,0,19,24,primary [kWh/m2],0.00630164,xgb50
1,2,0,19,26,heat_load [kWh/m2],1.74083e-05,xgb50
1,2,0,19,26,cool_load [kWh/m2],0.00950495,xgb50
1,2,0,19,26,light_load [kWh/m2],0.0164702,xgb50
1,2,0,19,26,primary [kWh/m2],0.00766433,xgb50
1,2,0,21,24,heat_load [kWh/m2],1.74083e-05,xgb50
1,2,0,21,24,cool_load [kWh/m2],0.0076267,xgb50
1,2,0,21,24,light_load [kWh/m2],0.0167065,xgb50
1,2,0,21,24,primary [kWh/m2],0.00665378,xgb50
1,2,0,21,26,heat_load [kWh/m2],1.74083e-05,xgb50
1,2,0,21,26,cool_load [kWh/m2],0.0106613,xgb50
1,2,0,21,26,light_load [kWh/m2],0.0162939,xgb50
1,2,0,21,26,primary [kWh/m2],0.00769399,xgb50
1,2,45,19,24,heat_load [kWh/m2],1.74083e-05,xgb50
1,2,45,19,24,cool_load [kWh/m2],0.00697354,xgb50
1,2,45,19,24,light_load [kWh/m2],0.0126781,xgb50
1,2,45,19,24,primary [kWh/m2],0.00623557,xgb50
1,2,45,19,26,heat_load [kWh/m2],1.74083e-05,xgb50
1,2,45,19,26,cool_load [kWh/m2],0.00977109,xgb50
1,2,45,19,26,light_load [kWh/m2],0.0129832,xgb50
1,2,45,19,26,primary [kWh/m2],0.00785512,xgb50
1,2,45,21,24,heat_load [kWh/m2],1.74083e-05,xgb50
1,2,45,21,24,cool_load [kWh/m2],0.00721738,xgb50
1,2,45,21,24,light_load [kWh/m2],0.0127532,xgb50
1,2,45,21,24,primary [kWh/m2],0.00662689,xgb50
1,2,45,21,26,heat_load [kWh/m2],1.74083e-05,xgb50
1,2,45,21,26,cool_load [kWh/m2],0.00983001,xgb50
1,2,45,21,26,light_load [kWh/m2],0.0139963,xgb50
1,2,45,21,26,primary [kWh/m2],0.00762446,xgb50
1,2,-45,19,24,heat_load [kWh/m2],1.74083e-05,xgb50
1,2,-45,19,24,cool_load [kWh/m2],0.00831538,xgb50
1,2,-45,19,24,light_load [kWh/m2],0.00712284,xgb50
1,2,-45,19,24,primary [kWh/m2],0.00625834,xgb50
1,2,-45,19,26,heat_load [kWh/m2],1.74083e-05,xgb50
1,2,-45,19,26,cool_load [kWh/m2],0.00952358,xgb50
1,2,-45,19,26,light_load [kWh/m2],0.00737716,xgb50
1,2,-45,19,26,primary [kWh/m2],0.00789962,xgb50
1,2,-45,21,24,heat_load [kWh/m2],1.74083e-05,xgb50
1,2,-45,21,24,cool_load [kWh/m2],0.00790699,xgb50
1,2,-45,21,24,light_load [kWh/m2],0.00637479,xgb50
1,2,-45,21,24,primary [kWh/m2],0.00596621,xgb50
1,2,-45,21,26,heat_load [kWh/m2],1.74083e-05,xgb50
1,2,-45,21,26,cool_load [kWh/m2],0.00936296,xgb50
1,2,-45,21,26,light_load [kWh/m2],0.0066989,xgb50
1,2,-45,21,26,primary [kWh/m2],0.00734318,xgb50
1,3,0,19,24,heat_load [kWh/m2],1.74083e-05,xgb50
1,3,0,19,24,cool_load [kWh/m2],0.00834021,xgb50
1,3,0,19,24,light_load [kWh/m2],0.00754676,xgb50
1,3,0,19,24,primary [kWh/m2],0.00595614,xgb50
1,3,0,19,26,heat_load [kWh/m2],1.74083e-05,xgb50
1,3,0,19,26,cool_load [kWh/m2],0.0103717,xgb50
1,3,0,19,26,light_load [kWh/m2],0.00735452,xgb50
1,3,0,19,26,primary [kWh/m2],0.00694808,xgb50
1,3,0,21,24,heat_load [kWh/m2],1.74083e-05,xgb50
1,3,0,21,24,cool_load [kWh/m2],0.00835516,xgb50
1,3,0,21,24,light_load [kWh/m2],0.00760134,xgb50
1,3,0,21,24,primary [kWh/m2],0.00647721,xgb50
1,3,0,21,26,heat_load [kWh/m2],1.74083e-05,xgb50
1,3,0,21,26,cool_load [kWh/m2],0.0108844,xgb50
1,3,0,21,26,light_load [kWh/m2],0.00795001,xgb50
1,3,0,21,26,primary [kWh/m2],0.00815207,xgb50
1,3,45,19,24,heat_load [kWh/m2],1.74083e-05,xgb50
1,3,45,19,24,cool_load [kWh/m2],0.00797634,xgb50
1,3,45,19,24,light_load [kWh/m2],0.00848161,xgb50
1,3,45,19,24,primary [kWh/m2],0.00654603,xgb50
1,3,45,19,26,heat_load [kWh/m2],1.74083e-05,xgb50
1,3,45,19,26,cool_load [kWh/m2],0.0104629,xgb50
1,3,45,19,26,light_load [kWh/m2],0.0082306,xgb50
1,3,45,19,26,primary [kWh/m2],0.00766787,xgb50
1,3,45,21,24,heat_load [kWh/m2],1.74083e-05,xgb50
1,3,45,21,24,cool_load [kWh/m2],0.0078089,xgb50
1,3,45,21,24,light_load [kWh/m2],0.00747096,xgb50
1,3,45,21,24,primary [kWh/m2],0.00660733,xgb50
1,3,45,21,26,heat_load [kWh/m2],1.74083e-05,xgb50
1,3,45,21,26,cool_load [kWh/m2],0.0110127,xgb50
1,3,45,21,26,light_load [kWh/m2],0.00698095,xgb50
1,3,45,21,26,primary [kWh/m2],0.007505,xgb50
1,3,-45,19,24,heat_load [kWh/m2],1.74083e-05,xgb50
1,3,-45,19,24,cool_load [kWh/m2],0.00827397,xgb50
1,3,-45,19,24,light_load [kWh/m2],0.00600172,xgb50
1,3,-45,19,24,primary [kWh/m2],0.0060516,xgb50
1,3,-45,19,26,heat_load [kWh/m2],1.74083e-05,xgb50
1,3,-45,19,26,cool_load [kWh/m2],0.00951176,xgb50
1,3,-45,19,26,light_load [kWh/m2],0.00582513,xgb50
1,3,-45,19,26,primary [kWh/m2],0.00809167,xgb50
1,3,-45,21,24,heat_load [kWh/m2],1.74083e-05,xgb50
1,3,-45,21,24,cool_load [kWh/m2],0.00812171,xgb50
1,3,-45,21,24,light_load [kWh/m2],0.00604431,xgb50
1,3,-45,21,24,primary [kWh/m2],0.00632452,xgb50
1,3,-45,21,26,heat_load [kWh/m2],1.74083e-05,xgb50
1,3,-45,21,26,cool_load [kWh/m2],0.00910484,xgb50
1,3,-45,21,26,light_load [kWh/m2],0.00588121,xgb50
1,3,-45,21,26,primary [kWh/m2],0.0079437,xgb50
1,4,0,19,24,heat_load [kWh/m2],1.74083e-05,xgb50
1,4,0,19,24,cool_load [kWh/m2],0.00873565,xgb50
1,4,0,19,24,light_load [kWh/m2],0.0073428,xgb50
1,4,0,19,24,primary [kWh/m2],0.00634125,xgb50
1,4,0,19,26,heat_load [kWh/m2],1.74083e-05,xgb50
1,4,0,19,26,cool_load [kWh/m2],0.0102847,xgb50
1,4,0,19,26,light_load [kWh/m2],0.00812249,xgb50
1,4,0,19,26,primary [kWh/m2],0.0085798,xgb50
1,4,0,21,24,heat_load [kWh/m2],1.74083e-05,xgb50
1,4,0,21,24,cool_load [kWh/m2],0.00887354,xgb50
1,4,0,21,24,light_load [kWh/m2],0.00794644,xgb50
1,4,0,21,24,primary [kWh/m2],0.00671849,xgb50
1,4,0,21,26,heat_load [kWh/m2],1.74083e-05,xgb50
1,4,0,21,26,cool_load [kWh/m2],0.0102408,xgb50
1,4,0,21,26,light_load [kWh/m2],0.00762322,xgb50
1,4,0,21,26,primary [kWh/m2],0.00858209,xgb50
1,4,45,19,24,heat_load [kWh/m2],1.74083e-05,xgb50
1,4,45,19,24,cool_load [kWh/m2],0.00824788,xgb50
1,4,45,19,24,light_load [kWh/m2],0.00794887,xgb50
1,4,45,19,24,primary [kWh/m2],0.00641508,xgb50
1,4,45,19,26,heat_load [kWh/m2],1.74083e-05,xgb50
1,4,45,19,26,cool_load [kWh/m2],0.0102401,xgb50
1,4,45,19,26,light_load [kWh/m2],0.00783312,xgb50
1,4,45,19,26,primary [kWh/m2],0.00802611,xgb50
1,4,45,21,24,heat_load [kWh/m2],1.74083e-05,xgb50
1,4,45,21,24,cool_load [kWh/m2],0.00838104,xgb50
1,4,45,21,24,light_load [kWh/m2],0.00716757,xgb50
1,4,45,21,24,primary [kWh/m2],0.00669453,xgb50
1,4,45,21,26,heat_load [kWh/m2],1.74083e-05,xgb50
1,4,45,21,26,cool_load [kWh/m2],0.0108053,xgb50
1,4,45,21,26,light_load [kWh/m2],0.00767016,xgb50
1,4,45,21,26,primary [kWh/m2],0.00750955,xgb50
1,4,-45,19,24,heat_load [kWh/m2],1.74083e-05,xgb50
1,4,-45,19,24,cool_load [kWh/m2],0.0082533,xgb50
1,4,-45,19,24,light_load [kWh/m2],0.00672755,xgb50
1,4,-45,19,24,primary [kWh/m2],0.00611909,xgb50
1,4,-45,19,26,heat_load [kWh/m2],1.74083e-05,xgb50
1,4,-45,19,26,cool_load [kWh/m2],0.00977238,xgb50
1,4,-45,19,26,light_load [kWh/m2],0.00648674,xgb50
1,4,-45,19,26,primary [kWh/m2],0.00744402,xgb50
1,4,-45,21,24,heat_load [kWh/m2],1.74083e-05,xgb50
1,4,-45,21,24,cool_load [kWh/m2],0.00781559,xgb50
1,4,-45,21,24,light_load [kWh/m2],0.00615467,xgb50
1,4,-45,21,24,primary [kWh/m2],0.00674412,xgb50
1,4,-45,21,26,heat_load [kWh/m2],1.74083e-05,xgb50
1,4,-45,21,26,cool_load [kWh/m2],0.00986891,xgb50
1,4,-45,21,26,light_load [kWh/m2],0.00606767,xgb50
1,4,-45,21,26,primary [kWh/m2],0.00817123,xgb50
2,0,0,19,24,heat_load [kWh/m2],0.0428261,xgb50
2,0,0,19,24,cool_load [kWh/m2],0.0126218,xgb50
2,0,0,19,24,light_load [kWh/m2],0.00488545,xgb50
2,0,0,19,24,primary [kWh/m2],0.00879523,xgb50
2,0,0,19,26,heat_load [kWh/m2],0.0518345,xgb50
2,0,0,19,26,cool_load [kWh/m2],0.015133,xgb50
2,0,0,19,26,light_load [kWh/m2],0.00511315,xgb50
2,0,0,19,26,primary [kWh/m2],0.00861197,xgb50
2,0,0,21,24,heat_load [kWh/m2],0.0255161,xgb50
2,0,0,21,24,cool_load [kWh/m2],0.013951,xgb50
2,0,0,21,24,light_load [kWh/m2],0.0047394,xgb50
2,0,0,21,24,primary [kWh/m2],0.00697797,xgb50
2,0,0,21,26,heat_load [kWh/m2],0.0383952,xgb50
2,0,0,21,26,cool_load [kWh/m2],0.0149671,xgb50
2,0,0,21,26,light_load [kWh/m2],0.00533799,xgb50
2,0,0,21,26,primary [kWh/m2],0.00714905,xgb50
2,0,45,19,24,heat_load [kWh/m2],0.0241686,xgb50
2,0,45,19,24,cool_load [kWh/m2],0.0118626,xgb50
2,0,45,19,24,light_load [kWh/m2],0.00614847,xgb50
2,0,45,19,24,primary [kWh/m2],0.00581468,xgb50
2,0,45,19,26,heat_load [kWh/m2],0.0278742,xgb50
2,0,45,19,26,cool_load [kWh/m2],0.0138506,xgb50
2,0,45,19,26,light_load [kWh/m2],0.00666385,xgb50
2,0,45,19,26,primary [kWh/m2],0.00615226,xgb50
2,0,45,21,24,heat_load [kWh/m2],0.016291,xgb50
2,0,45,21,24,cool_load [kWh/m2],0.012334,xgb50
2,0,45,21,24,light_load [kWh/m2],0.00552068,xgb50
2,0,45,21,24,primary [kWh/m2],0.00507519,xgb50
2,0,45,21,26,heat_load [kWh/m2],0.0216448,xgb50
2,0,45,21,26,cool_load [kWh/m2],0.0137834,xgb50
2,0,45,21,26,light_load [kWh/m2],0.00556903,xgb50
2,0,45,21,26,primary [kWh/m2],0.00425315,xgb50
2,0,-45,19,24,heat_load [kWh/m2],0.0283872,xgb50
2,0,-45,19,24,cool_load [kWh/m2],0.0125484,xgb50
2,0,-45,19,24,light_load [kWh/m2],0.00490878,xgb50
2,0,-45,19,24,primary [kWh/m2],0.00767601,xgb50
2,0,-45,19,26,heat_load [kWh/m2],0.0365265,xgb50
2,0,-45,19,26,cool_load [kWh/m2],0.0125929,xgb50
2,0,-45,19,26,light_load [kWh/m2],0.00534517,xgb50
2,0,-45,19,26,primary [kWh/m2],0.00785248,xgb50
2,0,-45,21,24,heat_load [kWh/m2],0.0174553,xgb50
2,0,-45,21,24,cool_load [kWh/m2],0.0117627,xgb50
2,0,-45,21,24,light_load [kWh/m2],0.00498166,xgb50
2,0,-45,21,24,primary [kWh/m2],0.0066476,xgb50
2,0,-45,21,26,heat_load [kWh/m2],0.024067,xgb50
2,0,-45,21,26,cool_load [kWh/m2],0.0135943,xgb50
2,0,-45,21,26,light_load [kWh/m2],0.00491945,xgb50
2,0,-45,21,26,primary [kWh/m2],0.00618135,xgb50
2,1,0,19,24,heat_load [kWh/m2],0.0422954,xgb50
2,1,0,19,24,cool_load [kWh/m2],0.0136951,xgb50
2,1,0,19,24,light_load [kWh/m2],0.0056012,xgb50
2,1,0,19,24,primary [kWh/m2],0.00775465,xgb50
2,1,0,19,26,heat_load [kWh/m2],0.0635712,xgb50
2,1,0,19,26,cool_load [kWh/m2],0.0153766,xgb50
2,1,0,19,26,light_load [kWh/m2],0.00579034,xgb50
2,1,0,19,26,primary [kWh/m2],0.00892904,xgb50
2,1,0,21,24,heat_load [kWh/m2],0.0253181,xgb50
2,1,0,21,24,cool_load [kWh/m2],0.0142983,xgb50
2,1,0,21,24,light_load [kWh/m2],0.00559652,xgb50
2,1,0,21,24,primary [kWh/m2],0.00681966,xgb50
2,1,0,21,26,heat_load [kWh/m2],0.0383626,xgb50
2,1,0,21,26,cool_load [kWh/m2],0.0148716,xgb50
2,1,0,21,26,light_load [kWh/m2],0.0056819,xgb50
2,1,0,21,26,primary [kWh/m2],0.00797906,xgb50
2,1,45,19,24,heat_load [kWh/m2],0.0266484,xgb50
2,1,45,19,24,cool_load [kWh/m2],0.0121506,xgb50
2,1,45,19,24,light_load [kWh/m2],0.00611407,xgb50
2,1,45,19,24,primary [kWh/m2],0.00607042,xgb50
2,1,45,19,26,heat_load [kWh/m2],0.0274948,xgb50
2,1,45,19,26,cool_load [kWh/m2],0.0146316,xgb50
2,1,45,19,26,light_load [kWh/m2],0.00706477,xgb50
2,1,45,19,26,primary [kWh/m2],0.006213,xgb50
2,1,45,21,24,heat_load [kWh/m2],0.0162842,xgb50
2,1,45,21,24,cool_load [kWh/m2],0.0122289,xgb50
2,1,45,21,24,light_load [kWh/m2],0.00658527,xgb50
2,1,45,21,24,primary [kWh/m2],0.00465279,xgb50
2,1,45,21,26,heat_load [kWh/m2],0.0213637,xgb50
2,1,45,21,26,cool_load [kWh/m2],0.012865,xgb50
2,1,45,21,26,light_load [kWh/m2],0.00657773,xgb50
2,1,45,21,26,primary [kWh/m2],0.00456242,xgb50
2,1,-45,19,24,heat_load [kWh/m2],0.0274184,xgb50
2,1,-45,19,24,cool_load [kWh/m2],0.0114071,xgb50
2,1,-45,19,24,light_load [kWh/m2],0.00560154,xgb50
2,1,-45,19,24,primary [kWh/m2],0.00719937,xgb50
2,1,-45,19,26,heat_load [kWh/m2],0.0373963,xgb50
2,1,-45,19,26,cool_load [kWh/m2],0.0144901,xgb50
2,1,-45,19,26,light_load [kWh/m2],0.00530636,xgb50
2,1,-45,19,26,primary [kWh/m2],0.00719873,xgb50
2,1,-45,21,24,heat_load [kWh/m2],0.0177995,xgb50
2,1,-45,21,24,cool_load [kWh/m2],0.0125849,xgb50
2,1,-45,21,24,light_load [kWh/m2],0.00501797,xgb50
2,1,-45,21,24,primary [kWh/m2],0.00637274,xgb50
2,1,-45,21,26,heat_load [kWh/m2],0.0260598,xgb50
2,1,-45,21,26,cool_load [kWh/m2],0.0134148,xgb50
2,1,-45,21,26,light_load [kWh/m2],0.00507181,xgb50
2,1,-45,21,26,primary [kWh/m2],0.00661851,xgb50
2,2,0,19,24,heat_load [kWh/m2],0.0301958,xgb50
2,2,0,19,24,cool_load [kWh/m2],0.0113914,xgb50
2,2,0,19,24,light_load [kWh/m2],0.00884724,xgb50
2,2,0,19,24,primary [kWh/m2],0.00630631,xgb50
2,2,0,19,26,heat_load [kWh/m2],0.0286701,xgb50
2,2,0,19,26,cool_load [kWh/m2],0.0135625,xgb50
2,2,0,19,26,light_load [kWh/m2],0.00905396,xgb50
2,2,0,19,26,primary [kWh/m2],0.00739653,xgb50
2,2,0,21,24,heat_load [kWh/m2],0.0189996,xgb50
2,2,0,21,24,cool_load [kWh/m2],0.0115316,xgb50
2,2,0,21,24,light_load [kWh/m2],0.00936219,xgb50
2,2,0,21,24,primary [kWh/m2],0.00563976,xgb50
2,2,0,21,26,heat_load [kWh/m2],0.0250309,xgb50
2,2,0,21,26,cool_load [kWh/m2],0.0130718,xgb50
2,2,0,21,26,light_load [kWh/m2],0.0088392,xgb50
2,2,0,21,26,primary [kWh/m2],0.00659782,xgb50
2,2,45,19,24,heat_load [kWh/m2],0.011299,xgb50
2,2,45,19,24,cool_load [kWh/m2],0.0102888,xgb50
2,2,45,19,24,light_load [kWh/m2],0.00847915,xgb50
2,2,45,19,24,primary [kWh/m2],0.00503036,xgb50
2,2,45,19,26,heat_load [kWh/m2],0.0116677,xgb50
2,2,45,19,26,cool_load [kWh/m2],0.0121294,xgb50
2,2,45,19,26,light_load [kWh/m2],0.00900525,xgb50
2,2,45,19,26,primary [kWh/m2],0.00477544,xgb50
2,2,45,21,24,heat_load [kWh/m2],0.00762215,xgb50
2,2,45,21,24,cool_load [kWh/m2],0.0104464,xgb50
2,2,45,21,24,light_load [kWh/m2],0.00882596,xgb50
2,2,45,21,24,primary [kWh/m2],0.00379625,xgb50
2,2,45,21,26,heat_load [kWh/m2],0.00873842,xgb50
2,2,45,21,26,cool_load [kWh/m2],0.0134957,xgb50
2,2,45,21,26,light_load [kWh/m2],0.00884797,xgb50
2,2,45,21,26,primary [kWh/m2],0.00375484,xgb50
2,2,-45,19,24,heat_load [kWh/m2],0.01701,xgb50
2,2,-45,19,24,cool_load [kWh/m2],0.0103442,xgb50
2,2,-45,19,24,light_load [kWh/m2],0.00641022,xgb50
2,2,-45,19,24,primary [kWh/m2],0.00651424,xgb50
2,2,-45,19,26,heat_load [kWh/m2],0.020704,xgb50
2,2,-45,19,26,cool_load [kWh/m2],0.0124776,xgb50
2,2,-45,19,26,light_load [kWh/m2],0.00591079,xgb50
2,2,-45,19,26,primary [kWh/m2],0.00751157,xgb50
2,2,-45,21,24,heat_load [kWh/m2],0.0108891,xgb50
2,2,-45,21,24,cool_load [kWh/m2],0.0107416,xgb50
2,2,-45,21,24,light_load [kWh/m2],0.00609105,xgb50
2,2,-45,21,24,primary [kWh/m2],0.00614426,xgb50
2,2,-45,21,26,heat_load [kWh/m2],0.0154358,xgb50
2,2,-45,21,26,cool_load [kWh/m2],0.0134782,xgb50
2,2,-45,21,26,light_load [kWh/m2],0.00589169,xgb50
2,2,-45,21,26,primary [kWh/m2],0.00592179,xgb50
2,3,0,19,24,heat_load [kWh/m2],0.0460579,xgb50
2,3,0,19,24,cool_load [kWh/m2],0.0135406,xgb50
2,3,0,19,24,light_load [kWh/m2],0.00547291,xgb50
2,3,0,19,24,primary [kWh/m2],0.00876022,xgb50
2,3,0,19,26,heat_load [kWh/m2],0.0553675,xgb50
2,3,0,19,26,cool_load [kWh/m2],0.0151769,xgb50
2,3,0,19,26,light_load [kWh/m2],0.00482103,xgb50
2,3,0,19,26,primary [kWh/m2],0.00822504,xgb50
2,3,0,21,24,heat_load [kWh/m2],0.0247919,xgb50
2,3,0,21,24,cool_load [kWh/m2],0.0134201,xgb50
2,3,0,21,24,light_load [kWh/m2],0.00531723,xgb50
2,3,0,21,24,primary [kWh/m2],0.00724218,xgb50
2,3,0,21,26,heat_load [kWh/m2],0.0373615,xgb50
2,3,0,21,26,cool_load [kWh/m2],0.0150777,xgb50
2,3,0,21,26,light_load [kWh/m2],0.00559684,xgb50
2,3,0,21,26,primary [kWh/m2],0.00773753,xgb50
2,3,45,19,24,heat_load [kWh/m2],0.0270675,xgb50
2,3,45,19,24,cool_load [kWh/m2],0.0114641,xgb50
2,3,45,19,24,light_load [kWh/m2],0.00605689,xgb50
2,3,45,19,24,primary [kWh/m2],0.00561341,xgb50
2,3,45,19,26,heat_load [kWh/m2],0.0289398,xgb50
2,3,45,19,26,cool_load [kWh/m2],0.0131154,xgb50
2,3,45,19,26,light_load [kWh/m2],0.00597116,xgb50
2,3,45,19,26,primary [kWh/m2],0.00556752,xgb50
2,3,45,21,24,heat_load [kWh/m2],0.0159342,xgb50
2,3,45,21,24,cool_load [kWh/m2],0.0129914,xgb50
2,3,45,21,24,light_load [kWh/m2],0.00645302,xgb50
2,3,45,21,24,primary [kWh/m2],0.00446391,xgb50
2,3,45,21,26,heat_load [kWh/m2],0.0241696,xgb50
2,3,45,21,26,cool_load [kWh/m2],0.0128034,xgb50
2,3,45,21,26,light_load [kWh/m2],0.00589953,xgb50
2,3,45,21,26,primary [kWh/m2],0.00415882,xgb50
2,3,-45,19,24,heat_load [kWh/m2],0.0281315,xgb50
2,3,-45,19,24,cool_load [kWh/m2],0.0120793,xgb50
2,3,-45,19,24,light_load [kWh/m2],0.00460669,xgb50
2,3,-45,19,24,primary [kWh/m2],0.00741556,xgb50
2,3,-45,19,26,heat_load [kWh/m2],0.033531,xgb50
2,3,-45,19,26,cool_load [kWh/m2],0.0138751,xgb50
2,3,-45,19,26,light_load [kWh/m2],0.0052047,xgb50
2,3,-45,19,26,primary [kWh/m2],0.00780699,xgb50
